audio_path,feat_path
ar-XA-Wavenet-D/male_aa_01130.wav,ar-XA-Wavenet-D/male_aa_01130.pt
ar-XA-Wavenet-B/male_ac_01225.wav,ar-XA-Wavenet-B/male_ac_01225.pt
ar-XA-Wavenet-B/female_ad_00567.wav,ar-XA-Wavenet-B/female_ad_00567.pt
ar-XA-Wavenet-D/female_ab_00072.wav,ar-XA-Wavenet-D/female_ab_00072.pt
ar-XA-Wavenet-D/female_ad_00715.wav,ar-XA-Wavenet-D/female_ad_00715.pt
ar-XA-Wavenet-B/male_aa_01080.wav,ar-XA-Wavenet-B/male_aa_01080.pt
ar-XA-Wavenet-D/male_ac_01247.wav,ar-XA-Wavenet-D/male_ac_01247.pt
ar-XA-Wavenet-D/female_ad_00670.wav,ar-XA-Wavenet-D/female_ad_00670.pt
ar-XA-Wavenet-D/female_ad_00584.wav,ar-XA-Wavenet-D/female_ad_00584.pt
ar-XA-Wavenet-D/male_aa_01051.wav,ar-XA-Wavenet-D/male_aa_01051.pt
ar-XA-Wavenet-D/male_ac_01452.wav,ar-XA-Wavenet-D/male_ac_01452.pt
ar-XA-Wavenet-B/female_ad_00581.wav,ar-XA-Wavenet-B/female_ad_00581.pt
ar-XA-Wavenet-D/male_aa_01107.wav,ar-XA-Wavenet-D/male_aa_01107.pt
ar-XA-Wavenet-D/male_ac_01363.wav,ar-XA-Wavenet-D/male_ac_01363.pt
ar-XA-Wavenet-D/male_aa_00920.wav,ar-XA-Wavenet-D/male_aa_00920.pt
ar-XA-Wavenet-B/male_aa_01154.wav,ar-XA-Wavenet-B/male_aa_01154.pt
ar-XA-Wavenet-D/male_aa_01112.wav,ar-XA-Wavenet-D/male_aa_01112.pt
ar-XA-Wavenet-D/female_ab_00013.wav,ar-XA-Wavenet-D/female_ab_00013.pt
ar-XA-Wavenet-D/male_aa_00962.wav,ar-XA-Wavenet-D/male_aa_00962.pt
ar-XA-Wavenet-D/female_ad_00709.wav,ar-XA-Wavenet-D/female_ad_00709.pt
ar-XA-Wavenet-B/female_ab_00235.wav,ar-XA-Wavenet-B/female_ab_00235.pt
ar-XA-Wavenet-B/male_ac_01427.wav,ar-XA-Wavenet-B/male_ac_01427.pt
ar-XA-Wavenet-B/male_ac_01561.wav,ar-XA-Wavenet-B/male_ac_01561.pt
ar-XA-Wavenet-D/female_ad_00602.wav,ar-XA-Wavenet-D/female_ad_00602.pt
ar-XA-Wavenet-B/male_ac_01478.wav,ar-XA-Wavenet-B/male_ac_01478.pt
ar-XA-Wavenet-B/female_ad_00628.wav,ar-XA-Wavenet-B/female_ad_00628.pt
ar-XA-Wavenet-D/female_ab_00118.wav,ar-XA-Wavenet-D/female_ab_00118.pt
ar-XA-Wavenet-D/female_ab_00184.wav,ar-XA-Wavenet-D/female_ab_00184.pt
ar-XA-Wavenet-D/female_ab_00109.wav,ar-XA-Wavenet-D/female_ab_00109.pt
ar-XA-Wavenet-B/female_ab_00176.wav,ar-XA-Wavenet-B/female_ab_00176.pt
ar-XA-Wavenet-B/male_aa_00878.wav,ar-XA-Wavenet-B/male_aa_00878.pt
ar-XA-Wavenet-D/female_ab_00267.wav,ar-XA-Wavenet-D/female_ab_00267.pt
ar-XA-Wavenet-D/female_ab_00368.wav,ar-XA-Wavenet-D/female_ab_00368.pt
ar-XA-Wavenet-D/female_ad_00766.wav,ar-XA-Wavenet-D/female_ad_00766.pt
ar-XA-Wavenet-B/female_ad_00710.wav,ar-XA-Wavenet-B/female_ad_00710.pt
ar-XA-Wavenet-B/male_ac_01342.wav,ar-XA-Wavenet-B/male_ac_01342.pt
ar-XA-Wavenet-B/female_ab_00045.wav,ar-XA-Wavenet-B/female_ab_00045.pt
ar-XA-Wavenet-D/male_ac_01282.wav,ar-XA-Wavenet-D/male_ac_01282.pt
ar-XA-Wavenet-B/female_ad_00489.wav,ar-XA-Wavenet-B/female_ad_00489.pt
ar-XA-Wavenet-D/male_ac_01338.wav,ar-XA-Wavenet-D/male_ac_01338.pt
ar-XA-Wavenet-B/male_ac_01338.wav,ar-XA-Wavenet-B/male_ac_01338.pt
ar-XA-Wavenet-D/female_ab_00364.wav,ar-XA-Wavenet-D/female_ab_00364.pt
ar-XA-Wavenet-D/male_aa_01022.wav,ar-XA-Wavenet-D/male_aa_01022.pt
ar-XA-Wavenet-D/female_ab_00050.wav,ar-XA-Wavenet-D/female_ab_00050.pt
ar-XA-Wavenet-B/female_ad_00458.wav,ar-XA-Wavenet-B/female_ad_00458.pt
ar-XA-Wavenet-B/male_ac_01298.wav,ar-XA-Wavenet-B/male_ac_01298.pt
ar-XA-Wavenet-B/female_ad_00421.wav,ar-XA-Wavenet-B/female_ad_00421.pt
ar-XA-Wavenet-B/female_ad_00485.wav,ar-XA-Wavenet-B/female_ad_00485.pt
ar-XA-Wavenet-B/female_ad_00450.wav,ar-XA-Wavenet-B/female_ad_00450.pt
ar-XA-Wavenet-B/male_ac_01372.wav,ar-XA-Wavenet-B/male_ac_01372.pt
ar-XA-Wavenet-D/female_ad_00631.wav,ar-XA-Wavenet-D/female_ad_00631.pt
ar-XA-Wavenet-B/male_ac_01421.wav,ar-XA-Wavenet-B/male_ac_01421.pt
ar-XA-Wavenet-D/male_ac_01506.wav,ar-XA-Wavenet-D/male_ac_01506.pt
ar-XA-Wavenet-D/female_ad_00513.wav,ar-XA-Wavenet-D/female_ad_00513.pt
ar-XA-Wavenet-B/male_ac_01257.wav,ar-XA-Wavenet-B/male_ac_01257.pt
ar-XA-Wavenet-B/male_aa_00857.wav,ar-XA-Wavenet-B/male_aa_00857.pt
ar-XA-Wavenet-B/female_ab_00039.wav,ar-XA-Wavenet-B/female_ab_00039.pt
ar-XA-Wavenet-B/female_ab_00315.wav,ar-XA-Wavenet-B/female_ab_00315.pt
ar-XA-Wavenet-D/female_ad_00700.wav,ar-XA-Wavenet-D/female_ad_00700.pt
ar-XA-Wavenet-B/female_ad_00732.wav,ar-XA-Wavenet-B/female_ad_00732.pt
ar-XA-Wavenet-D/male_ac_01214.wav,ar-XA-Wavenet-D/male_ac_01214.pt
ar-XA-Wavenet-D/male_ac_01517.wav,ar-XA-Wavenet-D/male_ac_01517.pt
ar-XA-Wavenet-B/male_aa_00947.wav,ar-XA-Wavenet-B/male_aa_00947.pt
ar-XA-Wavenet-D/female_ad_00484.wav,ar-XA-Wavenet-D/female_ad_00484.pt
ar-XA-Wavenet-B/female_ad_00741.wav,ar-XA-Wavenet-B/female_ad_00741.pt
ar-XA-Wavenet-B/male_ac_01238.wav,ar-XA-Wavenet-B/male_ac_01238.pt
ar-XA-Wavenet-B/female_ad_00517.wav,ar-XA-Wavenet-B/female_ad_00517.pt
ar-XA-Wavenet-D/female_ab_00244.wav,ar-XA-Wavenet-D/female_ab_00244.pt
ar-XA-Wavenet-D/male_aa_01070.wav,ar-XA-Wavenet-D/male_aa_01070.pt
ar-XA-Wavenet-B/female_ab_00320.wav,ar-XA-Wavenet-B/female_ab_00320.pt
ar-XA-Wavenet-D/female_ab_00383.wav,ar-XA-Wavenet-D/female_ab_00383.pt
ar-XA-Wavenet-B/male_aa_01039.wav,ar-XA-Wavenet-B/male_aa_01039.pt
ar-XA-Wavenet-B/female_ad_00446.wav,ar-XA-Wavenet-B/female_ad_00446.pt
ar-XA-Wavenet-D/female_ab_00252.wav,ar-XA-Wavenet-D/female_ab_00252.pt
ar-XA-Wavenet-D/male_ac_01467.wav,ar-XA-Wavenet-D/male_ac_01467.pt
ar-XA-Wavenet-B/male_aa_01055.wav,ar-XA-Wavenet-B/male_aa_01055.pt
ar-XA-Wavenet-D/male_aa_00822.wav,ar-XA-Wavenet-D/male_aa_00822.pt
ar-XA-Wavenet-D/female_ad_00686.wav,ar-XA-Wavenet-D/female_ad_00686.pt
ar-XA-Wavenet-B/female_ab_00102.wav,ar-XA-Wavenet-B/female_ab_00102.pt
ar-XA-Wavenet-B/male_aa_01071.wav,ar-XA-Wavenet-B/male_aa_01071.pt
ar-XA-Wavenet-D/male_aa_01100.wav,ar-XA-Wavenet-D/male_aa_01100.pt
ar-XA-Wavenet-D/female_ad_00419.wav,ar-XA-Wavenet-D/female_ad_00419.pt
ar-XA-Wavenet-B/male_aa_01096.wav,ar-XA-Wavenet-B/male_aa_01096.pt
ar-XA-Wavenet-D/female_ab_00203.wav,ar-XA-Wavenet-D/female_ab_00203.pt
ar-XA-Wavenet-D/male_ac_01535.wav,ar-XA-Wavenet-D/male_ac_01535.pt
ar-XA-Wavenet-B/female_ad_00705.wav,ar-XA-Wavenet-B/female_ad_00705.pt
ar-XA-Wavenet-B/male_aa_00867.wav,ar-XA-Wavenet-B/male_aa_00867.pt
ar-XA-Wavenet-D/male_aa_00875.wav,ar-XA-Wavenet-D/male_aa_00875.pt
ar-XA-Wavenet-D/female_ab_00182.wav,ar-XA-Wavenet-D/female_ab_00182.pt
ar-XA-Wavenet-B/male_aa_00961.wav,ar-XA-Wavenet-B/male_aa_00961.pt
ar-XA-Wavenet-D/female_ad_00542.wav,ar-XA-Wavenet-D/female_ad_00542.pt
ar-XA-Wavenet-D/male_ac_01235.wav,ar-XA-Wavenet-D/male_ac_01235.pt
ar-XA-Wavenet-D/female_ab_00155.wav,ar-XA-Wavenet-D/female_ab_00155.pt
ar-XA-Wavenet-D/female_ab_00152.wav,ar-XA-Wavenet-D/female_ab_00152.pt
ar-XA-Wavenet-D/male_ac_01270.wav,ar-XA-Wavenet-D/male_ac_01270.pt
ar-XA-Wavenet-B/female_ad_00689.wav,ar-XA-Wavenet-B/female_ad_00689.pt
ar-XA-Wavenet-B/female_ab_00333.wav,ar-XA-Wavenet-B/female_ab_00333.pt
ar-XA-Wavenet-D/male_aa_00803.wav,ar-XA-Wavenet-D/male_aa_00803.pt
ar-XA-Wavenet-D/female_ad_00470.wav,ar-XA-Wavenet-D/female_ad_00470.pt
ar-XA-Wavenet-B/male_aa_00923.wav,ar-XA-Wavenet-B/male_aa_00923.pt
ar-XA-Wavenet-B/female_ab_00253.wav,ar-XA-Wavenet-B/female_ab_00253.pt
ar-XA-Wavenet-D/male_ac_01394.wav,ar-XA-Wavenet-D/male_ac_01394.pt
ar-XA-Wavenet-B/female_ad_00648.wav,ar-XA-Wavenet-B/female_ad_00648.pt
ar-XA-Wavenet-D/female_ab_00002.wav,ar-XA-Wavenet-D/female_ab_00002.pt
ar-XA-Wavenet-B/female_ad_00533.wav,ar-XA-Wavenet-B/female_ad_00533.pt
ar-XA-Wavenet-D/female_ad_00702.wav,ar-XA-Wavenet-D/female_ad_00702.pt
ar-XA-Wavenet-D/male_aa_00979.wav,ar-XA-Wavenet-D/male_aa_00979.pt
ar-XA-Wavenet-B/female_ab_00062.wav,ar-XA-Wavenet-B/female_ab_00062.pt
ar-XA-Wavenet-D/female_ad_00595.wav,ar-XA-Wavenet-D/female_ad_00595.pt
ar-XA-Wavenet-B/male_ac_01405.wav,ar-XA-Wavenet-B/male_ac_01405.pt
ar-XA-Wavenet-D/male_aa_01014.wav,ar-XA-Wavenet-D/male_aa_01014.pt
ar-XA-Wavenet-D/male_ac_01268.wav,ar-XA-Wavenet-D/male_ac_01268.pt
ar-XA-Wavenet-B/female_ab_00066.wav,ar-XA-Wavenet-B/female_ab_00066.pt
ar-XA-Wavenet-B/female_ad_00645.wav,ar-XA-Wavenet-B/female_ad_00645.pt
ar-XA-Wavenet-D/male_aa_00805.wav,ar-XA-Wavenet-D/male_aa_00805.pt
ar-XA-Wavenet-D/male_aa_00839.wav,ar-XA-Wavenet-D/male_aa_00839.pt
ar-XA-Wavenet-D/male_aa_01074.wav,ar-XA-Wavenet-D/male_aa_01074.pt
ar-XA-Wavenet-B/female_ab_00159.wav,ar-XA-Wavenet-B/female_ab_00159.pt
ar-XA-Wavenet-D/female_ad_00659.wav,ar-XA-Wavenet-D/female_ad_00659.pt
ar-XA-Wavenet-D/male_ac_01263.wav,ar-XA-Wavenet-D/male_ac_01263.pt
ar-XA-Wavenet-B/female_ab_00178.wav,ar-XA-Wavenet-B/female_ab_00178.pt
ar-XA-Wavenet-B/male_aa_00998.wav,ar-XA-Wavenet-B/male_aa_00998.pt
ar-XA-Wavenet-B/female_ad_00521.wav,ar-XA-Wavenet-B/female_ad_00521.pt
ar-XA-Wavenet-D/female_ad_00568.wav,ar-XA-Wavenet-D/female_ad_00568.pt
ar-XA-Wavenet-D/male_ac_01374.wav,ar-XA-Wavenet-D/male_ac_01374.pt
ar-XA-Wavenet-D/male_ac_01288.wav,ar-XA-Wavenet-D/male_ac_01288.pt
ar-XA-Wavenet-B/female_ad_00750.wav,ar-XA-Wavenet-B/female_ad_00750.pt
ar-XA-Wavenet-D/male_ac_01376.wav,ar-XA-Wavenet-D/male_ac_01376.pt
ar-XA-Wavenet-D/female_ad_00536.wav,ar-XA-Wavenet-D/female_ad_00536.pt
ar-XA-Wavenet-D/female_ab_00165.wav,ar-XA-Wavenet-D/female_ab_00165.pt
ar-XA-Wavenet-D/female_ad_00772.wav,ar-XA-Wavenet-D/female_ad_00772.pt
ar-XA-Wavenet-D/female_ab_00221.wav,ar-XA-Wavenet-D/female_ab_00221.pt
ar-XA-Wavenet-D/male_aa_01129.wav,ar-XA-Wavenet-D/male_aa_01129.pt
ar-XA-Wavenet-D/female_ad_00569.wav,ar-XA-Wavenet-D/female_ad_00569.pt
ar-XA-Wavenet-D/male_aa_00955.wav,ar-XA-Wavenet-D/male_aa_00955.pt
ar-XA-Wavenet-B/male_ac_01554.wav,ar-XA-Wavenet-B/male_ac_01554.pt
ar-XA-Wavenet-D/female_ab_00234.wav,ar-XA-Wavenet-D/female_ab_00234.pt
ar-XA-Wavenet-D/male_aa_00911.wav,ar-XA-Wavenet-D/male_aa_00911.pt
ar-XA-Wavenet-D/male_aa_00944.wav,ar-XA-Wavenet-D/male_aa_00944.pt
ar-XA-Wavenet-B/male_ac_01520.wav,ar-XA-Wavenet-B/male_ac_01520.pt
ar-XA-Wavenet-D/female_ab_00225.wav,ar-XA-Wavenet-D/female_ab_00225.pt
ar-XA-Wavenet-D/male_ac_01495.wav,ar-XA-Wavenet-D/male_ac_01495.pt
ar-XA-Wavenet-D/male_aa_00967.wav,ar-XA-Wavenet-D/male_aa_00967.pt
ar-XA-Wavenet-D/female_ab_00198.wav,ar-XA-Wavenet-D/female_ab_00198.pt
ar-XA-Wavenet-B/female_ad_00720.wav,ar-XA-Wavenet-B/female_ad_00720.pt
ar-XA-Wavenet-B/male_ac_01578.wav,ar-XA-Wavenet-B/male_ac_01578.pt
ar-XA-Wavenet-D/female_ad_00461.wav,ar-XA-Wavenet-D/female_ad_00461.pt
ar-XA-Wavenet-B/male_aa_01046.wav,ar-XA-Wavenet-B/male_aa_01046.pt
ar-XA-Wavenet-D/male_aa_01160.wav,ar-XA-Wavenet-D/male_aa_01160.pt
ar-XA-Wavenet-B/female_ab_00367.wav,ar-XA-Wavenet-B/female_ab_00367.pt
ar-XA-Wavenet-B/female_ab_00100.wav,ar-XA-Wavenet-B/female_ab_00100.pt
ar-XA-Wavenet-D/male_aa_00993.wav,ar-XA-Wavenet-D/male_aa_00993.pt
ar-XA-Wavenet-B/female_ab_00127.wav,ar-XA-Wavenet-B/female_ab_00127.pt
ar-XA-Wavenet-D/female_ab_00301.wav,ar-XA-Wavenet-D/female_ab_00301.pt
ar-XA-Wavenet-D/male_aa_01165.wav,ar-XA-Wavenet-D/male_aa_01165.pt
ar-XA-Wavenet-D/female_ab_00358.wav,ar-XA-Wavenet-D/female_ab_00358.pt
ar-XA-Wavenet-D/male_aa_00836.wav,ar-XA-Wavenet-D/male_aa_00836.pt
ar-XA-Wavenet-D/female_ab_00250.wav,ar-XA-Wavenet-D/female_ab_00250.pt
ar-XA-Wavenet-D/male_ac_01301.wav,ar-XA-Wavenet-D/male_ac_01301.pt
ar-XA-Wavenet-B/female_ad_00541.wav,ar-XA-Wavenet-B/female_ad_00541.pt
ar-XA-Wavenet-D/female_ab_00393.wav,ar-XA-Wavenet-D/female_ab_00393.pt
ar-XA-Wavenet-B/female_ad_00442.wav,ar-XA-Wavenet-B/female_ad_00442.pt
ar-XA-Wavenet-D/male_ac_01425.wav,ar-XA-Wavenet-D/male_ac_01425.pt
ar-XA-Wavenet-D/female_ab_00346.wav,ar-XA-Wavenet-D/female_ab_00346.pt
ar-XA-Wavenet-D/male_ac_01212.wav,ar-XA-Wavenet-D/male_ac_01212.pt
ar-XA-Wavenet-B/female_ab_00088.wav,ar-XA-Wavenet-B/female_ab_00088.pt
ar-XA-Wavenet-B/male_aa_01127.wav,ar-XA-Wavenet-B/male_aa_01127.pt
ar-XA-Wavenet-B/female_ab_00126.wav,ar-XA-Wavenet-B/female_ab_00126.pt
ar-XA-Wavenet-D/female_ad_00545.wav,ar-XA-Wavenet-D/female_ad_00545.pt
ar-XA-Wavenet-D/female_ad_00562.wav,ar-XA-Wavenet-D/female_ad_00562.pt
ar-XA-Wavenet-D/male_ac_01471.wav,ar-XA-Wavenet-D/male_ac_01471.pt
ar-XA-Wavenet-B/female_ab_00221.wav,ar-XA-Wavenet-B/female_ab_00221.pt
ar-XA-Wavenet-B/male_aa_00931.wav,ar-XA-Wavenet-B/male_aa_00931.pt
ar-XA-Wavenet-B/male_ac_01593.wav,ar-XA-Wavenet-B/male_ac_01593.pt
ar-XA-Wavenet-B/female_ad_00691.wav,ar-XA-Wavenet-B/female_ad_00691.pt
ar-XA-Wavenet-B/male_aa_01028.wav,ar-XA-Wavenet-B/male_aa_01028.pt
ar-XA-Wavenet-D/male_aa_00853.wav,ar-XA-Wavenet-D/male_aa_00853.pt
ar-XA-Wavenet-D/female_ab_00355.wav,ar-XA-Wavenet-D/female_ab_00355.pt
ar-XA-Wavenet-B/female_ad_00560.wav,ar-XA-Wavenet-B/female_ad_00560.pt
ar-XA-Wavenet-D/female_ab_00055.wav,ar-XA-Wavenet-D/female_ab_00055.pt
ar-XA-Wavenet-D/female_ab_00320.wav,ar-XA-Wavenet-D/female_ab_00320.pt
ar-XA-Wavenet-D/female_ad_00555.wav,ar-XA-Wavenet-D/female_ad_00555.pt
ar-XA-Wavenet-B/male_ac_01575.wav,ar-XA-Wavenet-B/male_ac_01575.pt
ar-XA-Wavenet-D/male_aa_00994.wav,ar-XA-Wavenet-D/male_aa_00994.pt
ar-XA-Wavenet-B/male_aa_00851.wav,ar-XA-Wavenet-B/male_aa_00851.pt
ar-XA-Wavenet-B/male_aa_00815.wav,ar-XA-Wavenet-B/male_aa_00815.pt
ar-XA-Wavenet-D/female_ad_00557.wav,ar-XA-Wavenet-D/female_ad_00557.pt
ar-XA-Wavenet-B/male_ac_01332.wav,ar-XA-Wavenet-B/male_ac_01332.pt
ar-XA-Wavenet-D/female_ad_00530.wav,ar-XA-Wavenet-D/female_ad_00530.pt
ar-XA-Wavenet-B/male_aa_01140.wav,ar-XA-Wavenet-B/male_aa_01140.pt
ar-XA-Wavenet-B/female_ab_00109.wav,ar-XA-Wavenet-B/female_ab_00109.pt
ar-XA-Wavenet-B/male_ac_01250.wav,ar-XA-Wavenet-B/male_ac_01250.pt
ar-XA-Wavenet-B/male_aa_01013.wav,ar-XA-Wavenet-B/male_aa_01013.pt
ar-XA-Wavenet-B/female_ab_00024.wav,ar-XA-Wavenet-B/female_ab_00024.pt
ar-XA-Wavenet-D/female_ad_00600.wav,ar-XA-Wavenet-D/female_ad_00600.pt
ar-XA-Wavenet-D/male_ac_01305.wav,ar-XA-Wavenet-D/male_ac_01305.pt
ar-XA-Wavenet-D/male_ac_01257.wav,ar-XA-Wavenet-D/male_ac_01257.pt
ar-XA-Wavenet-B/male_ac_01228.wav,ar-XA-Wavenet-B/male_ac_01228.pt
ar-XA-Wavenet-D/female_ad_00613.wav,ar-XA-Wavenet-D/female_ad_00613.pt
ar-XA-Wavenet-D/male_aa_00900.wav,ar-XA-Wavenet-D/male_aa_00900.pt
ar-XA-Wavenet-D/male_ac_01448.wav,ar-XA-Wavenet-D/male_ac_01448.pt
ar-XA-Wavenet-D/female_ad_00745.wav,ar-XA-Wavenet-D/female_ad_00745.pt
ar-XA-Wavenet-B/male_ac_01500.wav,ar-XA-Wavenet-B/male_ac_01500.pt
ar-XA-Wavenet-B/female_ad_00543.wav,ar-XA-Wavenet-B/female_ad_00543.pt
ar-XA-Wavenet-D/female_ab_00083.wav,ar-XA-Wavenet-D/female_ab_00083.pt
ar-XA-Wavenet-D/male_aa_00903.wav,ar-XA-Wavenet-D/male_aa_00903.pt
ar-XA-Wavenet-D/female_ab_00281.wav,ar-XA-Wavenet-D/female_ab_00281.pt
ar-XA-Wavenet-B/male_aa_01060.wav,ar-XA-Wavenet-B/male_aa_01060.pt
ar-XA-Wavenet-D/male_ac_01504.wav,ar-XA-Wavenet-D/male_ac_01504.pt
ar-XA-Wavenet-D/male_aa_00988.wav,ar-XA-Wavenet-D/male_aa_00988.pt
ar-XA-Wavenet-B/male_aa_00909.wav,ar-XA-Wavenet-B/male_aa_00909.pt
ar-XA-Wavenet-B/male_ac_01357.wav,ar-XA-Wavenet-B/male_ac_01357.pt
ar-XA-Wavenet-D/female_ab_00336.wav,ar-XA-Wavenet-D/female_ab_00336.pt
ar-XA-Wavenet-D/female_ad_00537.wav,ar-XA-Wavenet-D/female_ad_00537.pt
ar-XA-Wavenet-B/female_ab_00216.wav,ar-XA-Wavenet-B/female_ab_00216.pt
ar-XA-Wavenet-D/male_ac_01340.wav,ar-XA-Wavenet-D/male_ac_01340.pt
ar-XA-Wavenet-D/female_ab_00263.wav,ar-XA-Wavenet-D/female_ab_00263.pt
ar-XA-Wavenet-B/male_aa_00933.wav,ar-XA-Wavenet-B/male_aa_00933.pt
ar-XA-Wavenet-B/male_aa_01185.wav,ar-XA-Wavenet-B/male_aa_01185.pt
ar-XA-Wavenet-D/female_ad_00714.wav,ar-XA-Wavenet-D/female_ad_00714.pt
ar-XA-Wavenet-B/female_ad_00589.wav,ar-XA-Wavenet-B/female_ad_00589.pt
ar-XA-Wavenet-D/female_ad_00703.wav,ar-XA-Wavenet-D/female_ad_00703.pt
ar-XA-Wavenet-D/female_ab_00258.wav,ar-XA-Wavenet-D/female_ab_00258.pt
ar-XA-Wavenet-B/female_ab_00246.wav,ar-XA-Wavenet-B/female_ab_00246.pt
ar-XA-Wavenet-D/female_ab_00303.wav,ar-XA-Wavenet-D/female_ab_00303.pt
ar-XA-Wavenet-D/male_ac_01479.wav,ar-XA-Wavenet-D/male_ac_01479.pt
ar-XA-Wavenet-B/female_ab_00021.wav,ar-XA-Wavenet-B/female_ab_00021.pt
ar-XA-Wavenet-D/male_aa_01175.wav,ar-XA-Wavenet-D/male_aa_01175.pt
ar-XA-Wavenet-B/male_ac_01579.wav,ar-XA-Wavenet-B/male_ac_01579.pt
ar-XA-Wavenet-B/male_ac_01330.wav,ar-XA-Wavenet-B/male_ac_01330.pt
ar-XA-Wavenet-D/female_ad_00656.wav,ar-XA-Wavenet-D/female_ad_00656.pt
ar-XA-Wavenet-B/male_aa_01141.wav,ar-XA-Wavenet-B/male_aa_01141.pt
ar-XA-Wavenet-D/female_ab_00170.wav,ar-XA-Wavenet-D/female_ab_00170.pt
ar-XA-Wavenet-B/male_aa_01166.wav,ar-XA-Wavenet-B/male_aa_01166.pt
ar-XA-Wavenet-D/male_aa_01059.wav,ar-XA-Wavenet-D/male_aa_01059.pt
ar-XA-Wavenet-D/male_ac_01498.wav,ar-XA-Wavenet-D/male_ac_01498.pt
ar-XA-Wavenet-B/female_ab_00218.wav,ar-XA-Wavenet-B/female_ab_00218.pt
ar-XA-Wavenet-D/male_ac_01229.wav,ar-XA-Wavenet-D/male_ac_01229.pt
ar-XA-Wavenet-B/male_aa_01058.wav,ar-XA-Wavenet-B/male_aa_01058.pt
ar-XA-Wavenet-D/female_ab_00259.wav,ar-XA-Wavenet-D/female_ab_00259.pt
ar-XA-Wavenet-D/male_ac_01518.wav,ar-XA-Wavenet-D/male_ac_01518.pt
